序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","二氧化碳<br />CO2<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","苯<br />BENZENE<br />(ppb)","甲苯<br />TOLUENE<br />(ppb)","乙苯<br />ETHYLBENZENE<br />(ppb)","間、對二甲苯<br />M_P_XYLENES<br />(ppb)","鄰二甲苯<br />O_XYLENE<br />(ppb)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨強度<br />RAIN_INT<br />(㎜)","降雨量<br />RAINFALL<br />(mm)","酸雨<br />PH_RAIN<br />(pH)","相對濕度<br />RH<br />(percent)","導電度<br />RAIN_COND<br />(μmho/cm)","紫外線指數<br />UVB<br />(UVI)","小時風向值<br />WD_HR<br />(degrees)"
131,臺北市,2017/05,萬華,3.3,0.46,-,30.3,34,16,25.35,4.33,21.03,-,-,-,-,-,-,-,-,-,2.05,1.75,26.43,-,-,-,-,75.01,-,-,-
132,臺北市,2017/05,大同,4.0,1.15,-,-,49,16,59.4,29.63,29.77,-,2.388,0.353,2.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
133,臺北市,2017/05,中山,3.3,0.58,-,29.1,35,17,30.24,7.71,22.53,-,2.069,0.186,1.88,-,-,-,-,-,2.04,1.6,26.31,-,-,-,-,76.0,-,-,-
134,臺北市,2017/04,大同,3.7,1.41,-,-,59,22,76.59,38.18,38.41,-,2.605,0.453,2.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,臺北市,2017/04,陽明,2.2,0.22,421.76,54.3,20,15,4.75,0.54,4.18,-,-,-,-,-,-,-,-,-,-,-,15.86,-,1.58,-,4.3,85.85,36.89,-,-
136,臺北市,2017/04,萬華,2.7,0.64,-,31.0,42,22,32.71,6.4,26.31,-,-,-,-,-,-,-,-,-,1.7,1.35,23.25,-,-,-,-,69.64,-,-,-
137,臺北市,2017/04,古亭,2.5,0.59,-,35.1,39,24,28.72,6.12,22.6,-,2.218,0.21,2.01,-,-,-,-,-,1.83,1.51,22.62,-,-,-,-,70.93,-,-,-
138,臺北市,2017/04,中山,2.8,0.74,-,28.2,44,23,38.88,10.0,28.88,-,2.206,0.241,1.97,-,-,-,-,-,1.72,1.25,23.21,-,-,-,-,72.57,-,-,-
139,臺北市,2017/04,士林,2.6,0.47,-,36.1,41,20,21.34,3.68,17.66,-,-,-,-,-,-,-,-,-,1.82,1.54,22.63,-,-,-,-,73.86,-,-,-
140,臺北市,2017/04,松山,3.3,0.62,444.15,30.8,43,25,33.01,7.61,25.4,-,2.154,0.215,1.94,-,-,-,-,-,1.54,1.11,22.59,-,-,-,-,70.59,-,-,-
141,臺北市,2017/03,陽明,1.8,0.22,419.06,56.1,21,14,3.43,0.55,2.84,-,-,-,-,-,-,-,-,-,-,-,11.9,-,1.27,-,4.46,91.3,34.72,-,-
142,臺北市,2017/03,中山,2.6,0.74,-,27.9,42,21,41.56,11.68,29.88,-,2.187,0.224,1.96,-,-,-,-,-,1.76,1.34,18.89,-,-,-,-,80.19,-,-,-
143,臺北市,2017/03,松山,2.8,0.56,435.34,32.0,40,22,32.39,7.26,25.13,-,2.093,0.168,1.93,-,-,-,-,-,1.61,1.17,18.32,-,-,-,-,75.61,-,-,-
144,臺北市,2017/03,古亭,2.5,0.57,-,34.8,44,24,30.14,5.92,24.22,-,2.211,0.188,2.02,-,-,-,-,-,1.96,1.67,18.47,-,-,-,-,77.19,-,-,-
145,臺北市,2017/03,萬華,2.8,0.64,-,29.8,42,20,35.94,7.63,28.31,-,-,-,-,-,-,-,-,-,1.73,1.43,19.05,-,-,-,-,75.64,-,-,-
146,臺北市,2017/03,大同,3.4,1.26,-,-,60,22,76.24,37.91,38.33,-,2.544,0.394,2.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147,臺北市,2017/03,士林,2.2,0.45,-,37.6,38,19,20.38,3.43,16.94,-,-,-,-,-,-,-,-,-,1.83,1.54,18.43,-,-,-,-,77.76,-,-,-
148,臺北市,2017/02,大同,3.1,1.01,-,-,54,19,64.48,33.28,31.2,-,2.37,0.307,2.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
149,臺北市,2017/02,萬華,2.4,0.53,-,27.8,38,20,30.38,6.59,23.79,-,-,-,-,-,-,-,-,-,2.23,1.95,17.89,-,-,-,-,69.47,-,-,-
150,臺北市,2017/02,陽明,1.8,0.22,416.52,47.7,17,12,3.14,0.51,2.58,-,-,-,-,-,-,-,-,-,-,-,10.26,-,1.29,-,4.22,91.96,87.64,-,-
151,臺北市,2017/02,士林,2.4,0.38,-,36.3,35,18,16.6,3.46,13.14,-,-,-,-,-,-,-,-,-,2.19,1.82,17.18,-,-,-,-,71.97,-,-,-
152,臺北市,2017/02,松山,2.3,0.48,430.67,30.1,37,19,27.0,6.51,20.49,-,2.011,0.132,1.88,-,-,-,-,-,1.82,1.33,17.09,-,-,-,-,69.97,-,-,-
153,臺北市,2017/02,古亭,2.1,0.47,-,31.6,30,23,23.5,4.79,18.71,-,2.069,0.134,1.94,-,-,-,-,-,2.37,2.04,17.19,-,-,-,-,71.76,-,-,-
154,臺北市,2017/02,中山,2.3,0.64,-,26.3,39,20,36.33,10.78,25.55,-,2.138,0.186,1.95,-,-,-,-,-,2.04,1.57,17.7,-,-,-,-,74.21,-,-,-
155,臺北市,2017/01,松山,2.5,0.47,428.54,26.2,34,17,26.58,6.36,20.22,-,2.005,0.137,1.87,-,-,-,-,-,1.82,1.39,18.21,-,-,-,-,75.84,-,-,-
156,臺北市,2017/01,陽明,1.4,0.23,416.19,43.4,11,8,2.68,0.5,2.08,-,-,-,-,-,-,-,-,-,-,-,11.5,-,0.92,-,4.12,95.28,104.74,-,-
157,臺北市,2017/01,士林,2.2,0.36,-,34.4,30,15,14.07,2.91,11.15,-,-,-,-,-,-,-,-,-,2.18,1.88,18.62,-,-,-,-,74.62,-,-,-
158,臺北市,2017/01,古亭,2.3,0.47,-,28.7,31,21,23.27,4.86,18.41,-,2.069,0.133,1.94,-,-,-,-,-,2.41,2.15,18.41,-,-,-,-,76.77,-,-,-
159,臺北市,2017/01,中山,2.8,0.63,-,22.8,34,17,34.37,10.05,24.32,-,2.15,0.188,1.96,-,-,-,-,-,2.15,1.76,18.95,-,-,-,-,78.92,-,-,-
160,臺北市,2017/01,萬華,2.8,0.52,-,24.3,36,17,29.8,6.93,22.87,-,-,-,-,-,-,-,-,-,2.37,2.09,19.07,-,-,-,-,73.99,-,-,-
161,臺北市,2017/01,大同,3.3,0.98,-,-,50,16,60.4,31.43,28.97,-,2.375,0.298,2.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
162,臺北市,2016/12,古亭,2.0,0.44,-,29.5,35,17,22.57,5.02,17.55,-,2.04,0.122,1.92,-,-,-,-,-,2.62,2.32,20.04,-,-,-,-,73.44,-,-,-
163,臺北市,2016/12,萬華,2.4,0.49,-,23.8,36,17,29.92,6.66,23.26,-,-,-,-,-,-,-,-,-,2.43,2.15,20.99,-,-,-,-,70.91,-,-,-
164,臺北市,2016/12,士林,2.0,0.33,-,36.7,32,14,12.82,2.64,10.17,-,-,-,-,-,-,-,-,-,2.49,2.12,20.51,-,-,-,-,69.49,-,-,-
165,臺北市,2016/12,松山,2.2,0.43,425.52,26.6,36,16,24.67,5.34,19.33,-,1.983,0.127,1.86,-,-,-,-,-,1.87,1.41,20.03,-,-,-,-,72.99,-,-,-
166,臺北市,2016/12,中山,2.3,0.6,-,23.3,35,17,32.96,9.27,23.69,-,2.107,0.178,1.93,-,-,-,-,-,2.24,1.78,20.78,-,-,-,-,75.57,-,-,-
167,臺北市,2016/12,陽明,1.7,0.21,415.06,43.3,13,9,2.81,0.61,2.12,-,-,-,-,-,-,-,-,-,-,-,12.86,-,0.85,-,4.08,93.78,112.82,-,-
168,臺北市,2016/12,大同,3.1,0.98,-,-,51,14,61.91,32.98,28.93,-,2.347,0.308,2.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
169,臺北市,2016/11,陽明,1.9,0.18,412.93,41.6,12,7,2.88,0.46,2.32,-,-,-,-,-,-,-,-,-,-,-,16.25,-,2.33,-,4.69,92.53,99.55,-,-
170,臺北市,2016/11,萬華,2.8,0.51,-,21.8,34,15,31.01,7.19,23.82,-,-,-,-,-,-,-,-,-,2.28,1.96,23.59,-,-,-,-,74.55,-,-,-
171,臺北市,2016/11,松山,3.3,0.44,426.84,23.4,32,13,27.94,7.22,20.71,-,2.008,0.146,1.86,-,-,-,-,-,1.74,1.32,22.4,-,-,-,-,76.7,-,-,-
172,臺北市,2016/11,中山,2.8,0.62,-,21.4,32,15,35.2,10.7,24.5,-,2.08,0.191,1.89,-,-,-,-,-,2.08,1.68,23.28,-,-,-,-,78.47,-,-,-
173,臺北市,2016/11,大同,3.6,1.18,-,-,47,13,69.43,39.23,30.21,-,2.425,0.381,2.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,臺北市,2016/11,古亭,2.7,0.47,-,26.2,31,16,25.38,5.95,19.43,-,2.042,0.134,1.91,-,-,-,-,-,2.25,2.0,22.53,-,-,-,-,76.64,-,-,-
175,臺北市,2016/11,士林,2.6,0.38,-,31.5,30,14,18.2,4.34,13.86,-,-,-,-,-,-,-,-,-,2.18,1.84,22.88,-,-,-,-,73.56,-,-,-
176,臺北市,2016/10,士林,2.5,0.28,-,26.9,26,12,13.04,3.17,9.87,-,-,-,-,-,-,-,-,-,2.63,2.28,27.26,-,-,-,-,75.78,-,-,-
177,臺北市,2016/10,萬華,2.5,0.45,-,17.8,28,14,25.83,7.24,18.59,-,-,-,-,-,-,-,-,-,2.37,2.04,28.01,-,-,-,-,76.84,-,-,-
178,臺北市,2016/10,松山,2.6,0.34,417.75,22.8,26,11,20.59,6.63,13.95,-,1.841,0.11,1.73,-,-,-,-,-,1.84,1.36,26.71,-,-,-,-,77.88,-,-,-
179,臺北市,2016/10,中山,2.5,0.54,-,19.0,28,13,30.85,10.96,19.89,-,1.999,0.164,1.84,-,-,-,-,-,2.33,1.9,27.6,-,-,-,-,79.96,-,-,-
180,臺北市,2016/10,大同,3.3,1.12,-,-,41,13,56.28,33.43,22.85,-,2.323,0.351,1.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
181,臺北市,2016/10,古亭,2.2,0.37,-,23.4,24,12,19.22,5.18,14.04,-,1.931,0.106,1.83,-,-,-,-,-,2.53,2.24,27.01,-,-,-,-,76.81,-,-,-
182,臺北市,2016/10,陽明,2.3,0.14,408.9,28.3,10,7,6.39,1.64,4.73,-,-,-,-,-,-,-,-,-,-,-,20.48,-,1.9,-,4.62,94.24,42.85,-,-
183,臺北市,2016/09,士林,2.7,0.31,-,27.5,28,14,14.59,3.31,11.28,-,-,-,-,-,-,-,-,-,2.55,2.2,28.02,-,-,-,-,75.7,-,-,-
184,臺北市,2016/09,松山,2.4,0.39,416.74,23.4,28,12,20.62,6.1,14.51,-,1.901,0.128,1.77,-,-,-,-,-,2.0,1.47,27.7,-,-,-,-,76.67,-,-,-
185,臺北市,2016/09,古亭,2.1,0.41,-,23.6,27,13,20.17,5.34,14.83,-,1.974,0.118,1.86,-,-,-,-,-,2.32,2.0,27.76,-,-,-,-,76.36,-,-,-
186,臺北市,2016/09,陽明,1.6,0.14,405.86,34.0,13,9,2.77,0.79,1.9,-,-,-,-,-,-,-,-,-,-,-,21.39,-,4.37,-,4.68,92.87,39.66,-,-
187,臺北市,2016/09,中山,2.8,0.53,-,20.6,28,13,27.99,8.64,19.35,-,2.019,0.142,1.88,-,-,-,-,-,2.29,1.75,28.46,-,-,-,-,78.91,-,-,-
188,臺北市,2016/09,大同,3.5,1.25,-,-,43,14,61.07,36.15,24.92,-,2.399,0.391,2.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
189,臺北市,2016/09,萬華,2.6,0.46,-,19.8,28,14,24.43,5.94,18.5,-,-,-,-,-,-,-,-,-,2.18,1.82,28.88,-,-,-,-,76.22,-,-,-
190,臺北市,2016/08,陽明,1.8,0.11,405.96,36.8,13,10,3.01,0.95,2.03,-,-,-,-,-,-,-,-,-,-,-,22.75,-,2.54,-,4.9,85.1,16.4,-,-
191,臺北市,2016/08,大同,3.7,1.3,-,-,42,15,58.25,32.91,25.34,-,2.381,0.397,1.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
192,臺北市,2016/08,萬華,2.8,0.44,-,23.9,28,15,23.23,5.08,18.14,-,-,-,-,-,-,-,-,-,1.86,1.44,31.1,-,-,-,-,67.38,-,-,-
193,臺北市,2016/08,中山,2.9,0.5,-,24.0,27,13,25.29,6.17,19.12,-,1.976,0.128,1.85,-,-,-,-,-,2.03,1.47,30.71,-,-,-,-,69.5,-,-,-
194,臺北市,2016/08,士林,2.8,0.28,-,29.5,28,14,14.54,2.87,11.68,-,-,-,-,-,-,-,-,-,2.08,1.83,30.11,-,-,-,-,69.06,-,-,-
195,臺北市,2016/08,古亭,2.7,0.38,-,27.2,27,13,19.22,4.46,14.76,-,1.949,0.116,1.83,-,-,-,-,-,1.92,1.58,29.91,-,-,-,-,67.15,-,-,-
196,臺北市,2016/08,松山,2.8,0.37,418.88,25.9,28,13,21.06,5.36,15.71,-,1.885,0.137,1.75,-,-,-,-,-,1.69,1.26,29.98,-,-,-,-,67.35,-,-,-
197,臺北市,2016/07,大同,3.9,1.42,-,-,48,16,61.37,35.68,25.69,-,2.433,0.434,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
198,臺北市,2016/07,士林,2.9,0.32,-,23.6,31,16,16.34,3.06,13.28,-,-,-,-,-,-,-,-,-,2.25,1.89,30.25,-,-,-,-,71.55,-,-,-
199,臺北市,2016/07,萬華,2.6,0.46,-,22.4,30,16,22.83,5.23,17.6,-,-,-,-,-,-,-,-,-,1.86,1.45,31.28,-,-,-,-,69.82,-,-,-
200,臺北市,2016/07,陽明,2.2,0.13,413.71,31.6,15,12,4.32,0.86,3.42,-,-,-,-,-,-,-,-,-,-,-,23.59,-,2.6,-,4.84,86.6,15.25,-,-
201,臺北市,2016/07,中山,2.9,0.54,-,21.0,33,15,28.71,8.02,20.69,-,2.015,0.183,1.83,-,-,-,-,-,2.04,1.42,30.96,-,-,-,-,71.76,-,-,-
202,臺北市,2016/07,松山,2.9,0.41,428.22,23.3,29,15,23.19,6.37,16.82,-,1.89,0.159,1.73,-,-,-,-,-,1.71,1.23,30.29,-,-,-,-,68.99,-,-,-
203,臺北市,2016/07,古亭,2.5,0.4,-,26.2,27,14,19.99,4.92,15.07,-,1.966,0.138,1.83,-,-,-,-,-,2.03,1.65,30.04,-,-,-,-,70.24,-,-,-
204,臺北市,2016/06,中山,3.0,0.67,-,18.5,31,13,35.33,11.79,23.54,-,2.095,0.245,1.85,-,-,-,-,-,1.76,1.11,29.92,-,-,-,-,75.35,-,-,-
205,臺北市,2016/06,陽明,2.0,0.15,413.81,31.1,14,10,5.02,0.88,4.11,-,-,-,-,-,-,-,-,-,-,-,23.26,-,4.21,-,4.67,88.9,22.33,-,-
206,臺北市,2016/06,士林,2.7,0.39,-,21.8,24,13,19.47,4.16,15.31,-,-,-,-,-,-,-,-,-,1.83,1.49,29.35,-,-,-,-,74.03,-,-,-
207,臺北市,2016/06,松山,3.2,0.51,436.46,20.4,28,13,29.52,10.1,19.42,-,1.967,0.202,1.77,-,-,-,-,-,1.53,1.11,29.2,-,-,-,-,72.86,-,-,-
208,臺北市,2016/06,萬華,2.4,0.54,-,20.2,28,13,25.97,6.83,19.14,-,-,-,-,-,-,-,-,-,1.54,1.14,30.14,-,-,-,-,73.12,-,-,-
209,臺北市,2016/06,古亭,2.3,0.49,-,24.3,27,12,25.03,7.21,17.81,-,2.02,0.173,1.85,-,-,-,-,-,1.68,1.32,28.85,-,-,-,-,74.87,-,-,-
210,臺北市,2016/06,大同,3.7,1.65,-,-,43,14,68.85,41.08,27.78,-,2.548,0.517,2.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
211,臺北市,2016/05,古亭,2.9,0.5,-,30.0,34,18,24.09,5.22,18.86,-,2.049,0.15,1.9,-,-,-,-,-,1.9,1.56,26.65,-,-,-,-,77.09,-,-,-
212,臺北市,2016/05,松山,3.7,0.51,432.76,26.5,37,18,27.04,6.68,20.36,-,2.002,0.171,1.83,-,-,-,-,-,1.65,1.25,26.52,-,-,-,-,75.74,-,-,-
213,臺北市,2016/05,士林,3.0,0.39,-,29.6,31,18,16.36,2.39,13.97,-,-,-,-,-,-,-,-,-,2.0,1.76,26.97,-,-,-,-,74.66,-,-,-
214,臺北市,2016/05,陽明,2.0,0.21,419.73,41.0,17,13,4.18,0.67,3.45,-,-,-,-,-,-,-,-,-,-,-,20.38,-,2.5,-,4.67,93.28,26.98,-,-
215,臺北市,2016/05,萬華,3.4,0.55,-,26.4,37,20,27.5,5.58,21.92,-,-,-,-,-,-,-,-,-,1.93,1.56,27.61,-,-,-,-,75.14,-,-,-
216,臺北市,2016/05,大同,4.4,1.42,-,-,52,20,65.43,34.61,30.82,-,2.491,0.434,2.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
217,臺北市,2016/05,中山,3.7,0.67,-,24.4,44,20,33.96,8.97,24.99,-,2.114,0.209,1.91,-,-,-,-,-,1.92,1.4,27.46,-,-,-,-,78.16,-,-,-
218,臺北市,2016/04,大同,4.1,1.5,-,-,67,30,69.87,33.87,36.0,-,2.659,0.461,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
219,臺北市,2016/04,陽明,1.7,0.29,419.19,47.4,23,18,5.22,0.62,4.53,-,-,-,-,-,-,-,-,-,-,-,17.47,-,3.22,-,4.6,96.5,15.39,-,-
220,臺北市,2016/04,萬華,3.6,0.79,-,28.3,51,29,37.16,8.73,28.43,-,-,-,-,-,-,-,-,-,1.7,1.3,24.51,-,-,-,-,78.02,-,-,-
221,臺北市,2016/04,古亭,3.1,0.68,-,30.6,48,30,31.62,6.99,24.63,-,2.212,0.221,1.99,-,-,-,-,-,1.7,1.35,23.71,-,-,-,-,80.59,-,-,-
222,臺北市,2016/04,中山,3.8,0.89,-,25.0,56,31,44.29,13.77,30.52,-,2.263,0.281,1.98,-,-,-,-,-,1.76,1.16,24.34,-,-,-,-,81.75,-,-,-
223,臺北市,2016/04,士林,2.7,0.52,-,32.9,44,28,21.89,4.02,17.87,-,-,-,-,-,-,-,-,-,1.79,1.52,23.84,-,-,-,-,77.58,-,-,-
224,臺北市,2016/04,松山,3.7,0.69,439.33,29.1,51,29,35.22,9.15,26.07,-,2.158,0.223,1.94,-,-,-,-,-,1.53,1.17,23.21,-,-,-,-,77.97,-,-,-
225,臺北市,2016/03,陽明,1.6,0.24,413.82,51.8,20,13,3.72,0.47,3.15,-,-,-,-,-,-,-,-,-,-,-,11.0,-,1.48,368.2,4.61,93.22,39.68,-,-
226,臺北市,2016/03,中山,2.6,0.93,-,22.0,47,25,56.57,23.01,33.56,-,2.34,0.32,2.01,-,-,-,-,-,1.65,1.18,18.17,-,-,242.8,-,80.01,-,-,-
227,臺北市,2016/03,松山,2.6,0.68,439.77,25.6,45,23,42.96,15.38,27.58,-,2.17,0.23,1.94,-,-,-,-,-,1.47,1.11,17.29,-,-,236.4,-,75.79,-,-,-
228,臺北市,2016/03,古亭,2.4,0.68,-,28.7,40,21,37.69,11.7,25.99,-,2.22,0.23,1.99,-,-,-,-,-,1.77,1.48,17.44,-,-,262.8,-,80.42,-,-,-
229,臺北市,2016/03,萬華,2.8,0.81,-,24.1,45,24,47.38,15.72,31.66,-,-,-,-,-,-,-,-,-,1.73,1.42,18.27,-,-,253.0,-,75.36,-,-,-
230,臺北市,2016/03,大同,3.6,1.59,-,-,59,26,93.51,54.53,38.98,-,2.73,0.53,2.2,-,-,-,-,-,-,-,-,-,-,235.8,-,-,-,-,-
231,臺北市,2016/03,士林,2.3,0.59,-,31.0,42,21,31.45,10.49,20.96,-,-,-,-,-,-,-,-,-,1.69,1.34,17.48,-,-,198.4,-,75.29,-,-,-
232,臺北市,2016/02,大同,3.0,1.28,-,-,56,20,76.08,43.27,32.81,-,2.498,0.401,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
233,臺北市,2016/02,萬華,2.3,0.59,-,23.2,42,22,33.27,7.93,25.33,-,-,-,-,-,-,-,-,-,1.83,1.53,16.39,-,-,-,-,73.16,-,-,-
234,臺北市,2016/02,陽明,1.4,0.25,402.33,46.1,20,11,3.16,0.37,2.63,-,-,-,-,-,-,-,-,-,-,-,9.04,-,1.14,-,4.84,90.87,43.53,-,-
235,臺北市,2016/02,士林,2.4,0.42,-,34.0,37,17,17.73,3.94,13.79,-,-,-,-,-,-,-,-,-,2.0,1.61,15.77,-,-,-,-,70.8,-,-,-
236,臺北市,2016/02,松山,2.1,0.53,430.17,26.6,42,20,29.57,7.54,22.02,-,2.056,0.147,1.91,-,-,-,-,-,1.49,1.14,15.39,-,-,-,-,73.71,-,-,-
237,臺北市,2016/02,古亭,2.0,0.51,-,27.3,38,16,25.99,5.67,20.33,-,2.096,0.139,1.96,-,-,-,-,-,2.01,1.7,15.33,-,-,-,-,80.01,-,-,-
238,臺北市,2016/02,中山,2.4,0.7,-,22.0,43,23,39.8,12.32,27.48,-,2.178,0.216,1.96,-,-,-,-,-,1.84,1.37,16.25,-,-,-,-,77.58,-,-,-
239,臺北市,2016/01,松山,2.4,0.6,432.26,19.4,33,19,35.79,12.48,23.31,-,2.081,0.193,1.89,-,-,-,-,-,1.48,1.08,16.05,-,-,-,-,79.86,-,-,-
240,臺北市,2016/01,陽明,1.5,0.26,412.34,40.6,11,7,2.96,0.73,2.19,-,-,-,-,-,-,-,-,-,-,-,10.19,-,1.23,-,4.61,97.9,75.63,-,-
241,臺北市,2016/01,士林,2.2,0.54,-,26.2,32,17,24.41,7.88,16.53,-,-,-,-,-,-,-,-,-,1.85,1.43,16.52,-,-,-,-,76.63,-,-,-
242,臺北市,2016/01,古亭,2.4,0.66,-,19.3,39,17,35.31,12.01,23.3,-,2.191,0.206,1.99,-,-,-,-,-,1.9,1.61,15.98,-,-,-,-,86.09,-,-,-
243,臺北市,2016/01,中山,2.8,0.82,-,16.2,39,22,46.6,18.85,27.75,-,2.22,0.275,1.95,-,-,-,-,-,1.8,1.33,16.94,-,-,-,-,83.81,-,-,-
244,臺北市,2016/01,萬華,3.1,0.73,-,17.2,37,20,41.17,14.35,26.82,-,-,-,-,-,-,-,-,-,1.76,1.49,17.16,-,-,-,-,79.16,-,-,-
245,臺北市,2016/01,大同,3.9,1.49,-,-,55,20,86.23,53.88,32.35,-,2.615,0.496,2.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
246,臺北市,2015/12,古亭,2.9,0.51,-,23.7,49,15,25.36,6.31,19.04,-,2.052,0.135,1.92,-,-,-,-,-,2.45,2.15,18.72,-,-,-,-,81.01,-,-,-
247,臺北市,2015/12,萬華,3.3,0.57,-,21.6,40,20,31.4,7.77,23.63,-,-,-,-,-,-,-,-,-,2.47,2.21,19.85,-,-,-,-,74.61,-,-,-
248,臺北市,2015/12,士林,2.9,0.4,-,31.4,36,16,15.82,3.07,12.74,-,-,-,-,-,-,-,-,-,2.32,1.91,19.29,-,-,-,-,71.51,-,-,-
249,臺北市,2015/12,松山,2.9,0.49,424.75,23.2,40,18,26.95,6.89,20.06,-,1.98,0.141,1.84,-,-,-,-,-,1.8,1.39,18.56,-,-,-,-,76.12,-,-,-
250,臺北市,2015/12,中山,3.2,0.68,-,19.9,42,19,36.44,11.7,24.74,-,2.124,0.203,1.92,-,-,-,-,-,2.18,1.8,19.58,-,-,-,-,77.93,-,-,-
251,臺北市,2015/12,陽明,1.7,0.26,413.18,42.0,15,9,3.5,0.53,2.89,-,-,-,-,-,-,-,-,-,-,-,12.35,-,0.95,-,4.43,97.23,90.84,-,-
252,臺北市,2015/12,大同,4.1,1.25,-,-,57,17,70.27,40.28,29.99,-,2.444,0.399,2.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
253,臺北市,2015/11,陽明,1.9,0.23,407.6,43.6,10,8,3.74,0.75,2.93,-,-,-,-,-,-,-,-,-,-,-,17.43,-,1.05,-,4.32,96.51,38.23,-,-
254,臺北市,2015/11,萬華,3.1,0.53,-,25.1,34,18,28.56,6.42,22.14,-,-,-,-,-,-,-,-,-,2.55,2.27,24.47,-,-,-,-,74.31,-,-,-
255,臺北市,2015/11,松山,2.8,0.47,427.85,25.6,31,14,23.62,5.62,18.01,-,1.955,0.14,1.82,-,-,-,-,-,1.87,1.46,23.1,-,-,-,-,75.69,-,-,-
256,臺北市,2015/11,中山,3.3,0.65,-,22.7,33,16,32.7,9.24,23.47,-,2.105,0.195,1.91,-,-,-,-,-,2.22,1.82,24.15,-,-,-,-,76.07,-,-,-
257,臺北市,2015/11,大同,3.9,1.2,-,-,49,15,62.55,34.16,28.39,-,2.42,0.383,2.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
258,臺北市,2015/11,古亭,2.6,0.5,-,24.5,38,9,23.68,5.26,18.42,-,2.069,0.129,1.94,-,-,-,-,-,2.47,2.16,23.36,-,-,-,-,80.47,-,-,-
259,臺北市,2015/11,士林,2.8,0.37,-,34.1,29,16,14.06,2.8,11.26,-,-,-,-,-,-,-,-,-,2.42,2.1,23.88,-,-,-,-,71.55,-,-,-
260,臺北市,2015/10,士林,2.2,0.29,-,41.6,34,17,10.93,1.81,9.11,-,-,-,-,-,-,-,-,-,2.68,2.39,25.51,-,-,-,-,71.15,-,-,-
261,臺北市,2015/10,萬華,2.9,0.48,-,30.2,37,18,26.24,5.23,21.01,-,-,-,-,-,-,-,-,-,2.67,2.39,26.19,-,-,-,-,73.29,-,-,-
262,臺北市,2015/10,松山,2.8,0.4,410.91,33.4,37,17,20.66,4.06,16.6,-,1.891,0.116,1.78,-,-,-,-,-,1.95,1.51,24.97,-,-,-,-,74.04,-,-,-
263,臺北市,2015/10,中山,3.1,0.58,-,28.1,37,17,29.3,7.28,22.01,-,2.045,0.165,1.88,-,-,-,-,-,2.37,1.98,25.82,-,-,-,-,75.04,-,-,-
264,臺北市,2015/10,大同,3.5,1.11,-,-,53,16,54.64,27.83,26.81,-,2.323,0.341,1.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
265,臺北市,2015/10,古亭,2.3,0.43,-,30.4,44,13,19.77,3.96,15.81,-,2.019,0.097,1.92,-,-,-,-,-,2.66,2.38,25.12,-,-,-,-,79.45,-,-,-
266,臺北市,2015/10,陽明,1.6,0.19,399.14,48.2,16,11,3.15,0.79,2.32,-,-,-,-,-,-,-,-,-,-,-,19.04,-,1.58,-,4.3,97.59,21.76,-,-
267,臺北市,2015/09,士林,-,0.38,-,37.6,31,17,15.5,2.84,12.65,-,-,-,-,-,-,-,-,-,2.17,1.83,27.44,-,-,-,-,71.41,-,-,-
268,臺北市,2015/09,松山,3.0,0.45,419.72,32.6,31,15,23.3,5.3,18.0,-,1.95,0.15,1.8,-,-,-,-,-,1.89,1.43,27.22,-,-,-,-,71.83,-,-,-
