序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","二氧化碳<br />CO2<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","平均風速<br />WS_HR<br />(m/sec)","平均風向<br />WD_HR<br />(degress)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
181,臺北市,2006/05,松山,5.5,0.73,409.93,30.2,48,32,41.85,11.86,30.08,-,-,-,-,-,25.21,-,-,73.17,-
182,臺北市,2006/05,古亭,4.5,0.8,-,28.7,49,27,40.14,12.21,27.93,2.249,0.287,1.962,-,-,25.44,-,-,76.02,-
183,臺北市,2006/05,中山,5.3,1.0,-,24.0,52,24,53.3,18.66,34.64,2.308,0.412,1.897,-,-,25.67,-,-,71.12,-
184,臺北市,2006/05,萬華,4.7,0.81,-,30.6,46,29,36.52,13.31,23.21,-,-,-,-,-,26.56,-,-,73.55,-
185,臺北市,2006/05,陽明,2.4,0.22,393.36,48.4,20,15,4.27,0.98,3.27,-,-,-,-,-,19.74,-,-,-,-
186,臺北市,2006/05,士林,3.7,0.64,-,34.5,53,24,27.31,7.25,20.06,-,-,-,-,-,25.98,-,-,73.04,-
187,臺北市,2006/04,松山,5.0,0.82,413.87,29.4,64,32,48.41,15.18,33.23,-,-,-,-,-,22.83,-,-,71.69,-
188,臺北市,2006/04,古亭,4.2,0.86,-,27.7,62,31,43.02,12.83,30.19,2.271,0.299,1.972,-,-,22.76,-,-,75.52,-
189,臺北市,2006/04,中山,5.3,1.02,-,23.7,65,26,57.28,20.28,37.0,2.401,0.374,2.027,-,-,23.98,-,-,70.28,-
190,臺北市,2006/04,萬華,4.5,0.88,-,29.7,59,31,40.19,14.07,26.12,-,-,-,-,-,24.15,-,-,72.25,-
191,臺北市,2006/04,陽明,2.4,0.29,395.71,53.9,32,19,4.74,0.81,3.88,-,-,-,-,-,17.29,-,-,-,-
192,臺北市,2006/04,士林,3.8,0.65,-,35.8,68,27,26.81,6.04,20.77,-,-,-,-,-,23.48,-,-,71.72,-
193,臺北市,2006/03,松山,5.8,0.78,419.06,25.3,69,23,53.09,17.64,35.45,-,-,-,-,-,18.4,-,-,70.83,-
194,臺北市,2006/03,古亭,5.3,0.86,-,25.5,75,33,49.17,16.03,33.14,2.36,0.333,2.027,-,-,18.26,-,-,74.72,-
195,臺北市,2006/03,中山,5.8,1.06,-,21.7,69,33,64.59,25.1,39.49,2.452,0.385,2.067,-,-,18.7,-,-,69.45,-
196,臺北市,2006/03,萬華,5.4,0.88,-,27.7,66,34,46.02,13.47,32.55,-,-,-,-,-,19.24,-,-,71.5,-
197,臺北市,2006/03,陽明,2.7,0.29,392.29,54.6,33,19,4.99,1.2,3.79,-,-,-,-,-,12.55,-,-,-,-
198,臺北市,2006/03,士林,3.9,0.65,-,34.4,70,30,30.43,8.33,22.1,-,-,-,-,-,18.79,-,-,71.77,-
199,臺北市,2006/02,松山,4.9,0.76,412.8,21.1,52,24,52.44,19.89,32.52,-,-,-,-,-,17.44,-,-,73.69,-
200,臺北市,2006/02,古亭,4.3,0.78,-,21.4,44,-,42.56,14.63,27.93,2.317,0.282,2.035,-,-,17.31,-,-,77.5,-
201,臺北市,2006/02,中山,4.5,0.9,-,19.5,49,30,56.66,23.51,33.15,2.379,0.325,2.054,-,-,17.78,-,-,71.79,-
202,臺北市,2006/02,萬華,4.9,0.81,-,24.7,-,-,41.34,13.58,27.76,-,-,-,-,-,17.84,-,-,73.97,-
203,臺北市,2006/02,陽明,1.9,0.28,382.26,48.5,17,12,3.93,1.23,2.7,-,-,-,-,-,11.98,-,-,-,-
204,臺北市,2006/02,士林,3.4,0.6,-,29.6,48,23,28.57,9.6,18.97,-,-,-,-,-,18.01,-,-,73.34,-
205,臺北市,2006/01,松山,5.1,0.72,409.55,18.7,54,33,45.13,13.0,32.13,-,-,-,-,-,17.82,-,-,75.41,-
206,臺北市,2006/01,古亭,4.5,0.83,-,18.4,50,33,43.26,14.35,28.91,2.302,0.257,2.045,-,-,17.26,-,-,80.86,-
207,臺北市,2006/01,中山,5.2,0.91,-,16.2,59,35,52.74,19.66,33.08,2.325,0.302,2.023,-,-,17.76,-,-,73.3,-
208,臺北市,2006/01,萬華,4.3,0.81,-,20.8,48,34,37.33,8.99,28.35,-,-,-,-,-,17.82,-,-,76.22,-
209,臺北市,2006/01,陽明,2.4,0.29,377.3,43.6,13,10,4.05,1.1,2.93,-,-,-,-,-,11.78,-,-,-,-
210,臺北市,2006/01,士林,3.6,0.56,-,27.9,46,24,22.54,5.42,17.12,-,-,-,-,-,18.09,-,-,73.85,-
211,臺北市,2005/12,松山,6.1,0.73,413.14,17.1,63,20,52.09,18.95,33.03,-,-,-,-,-,16.24,-,-,69.42,-
212,臺北市,2005/12,古亭,5.6,0.8,-,17.1,60,33,47.95,19.49,28.46,2.303,0.285,2.018,-,-,16.09,-,-,75.88,-
213,臺北市,2005/12,中山,6.3,0.96,-,12.8,71,36,62.29,28.18,34.12,2.395,0.414,1.982,-,-,16.69,-,-,67.55,-
214,臺北市,2005/12,萬華,6.3,0.79,-,19.0,60,34,41.13,14.48,26.66,-,-,-,-,-,16.78,-,-,70.25,-
215,臺北市,2005/12,陽明,4.1,0.27,374.52,42.3,24,15,4.55,0.94,3.59,-,-,-,-,-,9.98,-,-,-,-
216,臺北市,2005/12,士林,5.2,0.6,-,24.5,58,25,30.33,11.65,18.67,-,-,-,-,-,16.89,-,-,68.57,-
217,臺北市,2005/11,松山,5.1,0.63,406.98,26.1,71,29,37.49,8.51,28.98,-,-,-,-,-,22.93,-,-,69.13,-
218,臺北市,2005/11,古亭,4.4,0.71,-,26.0,66,35,37.81,10.66,27.14,2.195,0.212,1.983,-,-,22.68,-,-,73.72,-
219,臺北市,2005/11,中山,5.2,0.81,-,19.1,73,41,46.63,14.47,32.16,2.18,0.311,1.87,-,-,23.19,-,-,67.19,-
220,臺北市,2005/11,萬華,5.3,0.71,-,28.9,70,37,30.07,5.7,24.37,-,-,-,-,-,23.48,-,-,68.8,-
221,臺北市,2005/11,陽明,2.7,0.26,374.42,52.1,27,20,3.79,1.04,2.74,-,-,-,-,-,16.27,-,-,-,-
222,臺北市,2005/11,士林,3.7,0.48,-,34.6,62,31,18.37,3.29,15.07,-,-,-,-,-,23.45,-,-,68.48,-
223,臺北市,2005/10,松山,4.0,0.51,389.62,29.0,46,-,31.18,8.38,22.8,-,-,-,-,-,24.47,-,-,72.34,-
224,臺北市,2005/10,古亭,3.0,0.6,-,22.7,47,22,33.51,11.45,22.06,2.231,0.203,2.028,-,-,24.52,-,-,77.12,-
225,臺北市,2005/10,中山,3.8,0.69,-,18.5,49,24,40.96,14.21,26.75,2.129,0.278,1.851,-,-,25.17,-,-,69.4,-
226,臺北市,2005/10,萬華,3.7,0.62,-,25.1,46,22,27.75,7.03,20.72,-,-,-,-,-,25.77,-,-,71.49,-
227,臺北市,2005/10,陽明,1.9,0.17,376.2,45.2,17,13,2.52,1.14,1.35,-,-,-,-,-,17.8,-,-,-,-
228,臺北市,2005/10,士林,2.7,0.39,-,30.3,42,18,16.54,4.38,12.15,-,-,-,-,-,25.38,-,-,70.43,-
229,臺北市,2005/09,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230,臺北市,2005/09,古亭,3.6,0.5,-,18.6,46,23,27.61,11.24,16.37,2.201,0.191,2.011,-,-,28.52,-,-,70.75,-
231,臺北市,2005/09,中山,4.3,0.6,-,14.3,40,24,34.41,14.71,19.7,2.059,0.471,1.588,-,-,28.92,-,-,65.45,-
232,臺北市,2005/09,萬華,3.2,0.48,-,20.4,42,23,20.34,6.96,13.37,-,-,-,-,-,30.36,-,-,66.17,-
233,臺北市,2005/09,陽明,2.6,0.11,376.59,32.2,16,14,2.95,1.07,1.85,-,-,-,-,-,21.16,-,-,-,-
234,臺北市,2005/09,士林,3.1,0.28,-,23.1,41,21,13.42,4.12,9.29,-,-,-,-,-,28.98,-,-,67.41,-
235,臺北市,2005/08,松山,4.8,0.56,392.01,23.6,47,27,32.61,11.8,20.81,-,-,-,-,-,29.73,-,-,69.41,-
236,臺北市,2005/08,古亭,4.1,0.71,-,19.8,50,30,36.8,14.11,22.68,2.354,0.315,2.039,-,-,28.84,-,-,75.21,-
237,臺北市,2005/08,中山,5.0,0.87,-,14.9,47,30,45.97,20.39,25.59,2.25,0.592,1.658,-,-,29.57,-,-,68.48,-
238,臺北市,2005/08,大同,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
239,臺北市,2005/08,萬華,3.8,0.63,-,21.4,45,28,28.39,9.46,18.93,-,-,-,-,-,30.73,-,-,70.87,-
240,臺北市,2005/08,陽明,3.0,0.16,381.15,37.1,22,18,4.9,1.26,3.63,-,-,-,-,-,22.62,-,-,-,-
241,臺北市,2005/08,士林,3.6,0.42,-,19.6,41,25,21.76,6.87,14.89,-,-,-,-,-,29.55,-,-,70.77,-
242,臺北市,2005/07,松山,6.1,0.61,401.81,30.2,60,38,36.28,11.97,24.31,-,-,-,-,-,30.17,-,-,68.18,-
243,臺北市,2005/07,古亭,4.8,0.74,-,24.5,57,37,38.38,12.81,25.57,2.399,0.325,2.074,-,-,29.36,-,-,72.18,-
244,臺北市,2005/07,中山,6.1,0.86,-,18.6,55,38,46.73,17.73,28.99,2.255,0.629,1.626,-,-,30.04,-,-,66.95,-
245,臺北市,2005/07,大同,5.9,0.93,-,17.5,59,40,57.57,27.19,30.39,-,-,-,-,-,30.32,-,-,-,-
246,臺北市,2005/07,萬華,4.6,0.65,-,26.7,50,-,28.04,7.14,20.89,-,-,-,-,-,31.17,-,-,68.65,-
247,臺北市,2005/07,陽明,3.2,0.19,379.94,40.3,30,25,7.21,1.65,5.55,-,-,-,-,-,23.04,-,-,-,-
248,臺北市,2005/07,士林,4.6,0.48,-,24.7,51,33,24.94,5.93,19.02,-,-,-,-,-,30.15,-,-,70.12,-
249,臺北市,2005/06,松山,5.2,0.77,410.27,23.0,47,24,43.19,16.81,26.38,-,-,-,-,-,28.71,-,-,70.67,-
250,臺北市,2005/06,古亭,4.8,0.86,-,19.7,46,28,47.14,18.37,28.76,2.458,0.353,2.106,-,-,27.73,-,-,74.13,-
251,臺北市,2005/06,中山,5.9,1.09,-,14.2,47,29,57.57,25.97,31.6,2.406,0.712,1.694,-,-,28.57,-,-,68.69,-
252,臺北市,2005/06,大同,5.9,1.2,-,13.9,51,32,74.08,37.94,36.13,-,-,-,-,-,28.83,-,-,-,-
253,臺北市,2005/06,萬華,4.0,0.84,-,22.3,40,-,35.28,10.86,24.41,-,-,-,-,-,29.64,-,-,71.48,-
254,臺北市,2005/06,陽明,2.9,0.2,381.58,40.6,20,15,6.65,1.83,4.8,-,-,-,-,-,21.57,-,-,-,-
255,臺北市,2005/06,士林,5.2,0.54,-,23.7,42,23,27.46,8.48,18.98,-,-,-,-,-,28.44,-,-,71.81,-
256,臺北市,2005/05,松山,4.8,0.85,408.15,26.1,48,29,42.62,14.38,28.24,-,-,-,-,-,26.48,-,-,75.17,-
257,臺北市,2005/05,古亭,4.9,0.88,-,24.8,46,25,46.83,14.5,32.33,2.386,0.372,2.013,-,-,25.71,-,-,77.85,-
258,臺北市,2005/05,中山,6.3,1.12,-,17.2,39,27,56.63,23.43,33.21,-,-,-,-,-,26.32,-,-,72.97,-
259,臺北市,2005/05,大同,6.4,1.26,-,15.0,52,32,78.85,40.31,38.54,-,-,-,-,-,26.48,-,-,-,-
260,臺北市,2005/05,萬華,4.4,0.91,-,24.0,41,-,36.75,10.55,26.2,-,-,-,-,-,27.59,-,-,75.33,-
261,臺北市,2005/05,陽明,2.1,0.25,380.57,46.7,21,-,4.79,1.08,3.68,-,-,-,-,-,20.03,-,-,-,-
262,臺北市,2005/05,士林,4.1,0.58,-,25.4,43,24,29.88,8.46,21.41,-,-,-,-,-,26.39,-,-,75.89,-
263,臺北市,2005/04,松山,5.9,0.88,410.45,30.0,74,-,45.02,12.61,32.41,-,-,-,-,-,23.33,-,-,70.46,-
264,臺北市,2005/04,古亭,5.5,0.92,-,28.2,65,35,46.27,12.12,34.15,2.336,0.329,2.007,-,-,22.51,-,-,73.56,-
265,臺北市,2005/04,中山,6.4,1.18,-,19.4,72,40,58.42,20.17,38.25,-,-,-,-,-,23.05,-,-,68.74,-
266,臺北市,2005/04,大同,6.5,1.27,-,19.8,79,-,81.96,37.63,44.34,-,-,-,-,-,23.25,-,-,-,-
267,臺北市,2005/04,萬華,5.4,0.98,-,30.3,69,-,38.04,8.17,29.86,-,-,-,-,-,24.3,-,-,70.85,-
268,臺北市,2005/04,陽明,2.9,0.36,384.56,58.2,47,-,5.29,1.01,4.27,-,-,-,-,-,16.69,-,-,-,-
269,臺北市,2005/04,士林,4.6,0.64,-,34.1,63,-,32.19,6.86,25.33,-,-,-,-,-,23.1,-,-,71.65,-
270,臺北市,2005/03,松山,5.4,0.89,406.93,29.6,75,-,53.0,17.71,35.29,-,-,-,-,-,17.73,-,-,67.5,-
271,臺北市,2005/03,古亭,5.7,0.91,-,26.9,68,33,52.23,15.33,36.9,2.423,0.368,2.055,-,-,16.9,-,-,69.94,-
272,臺北市,2005/03,中山,6.7,1.23,-,19.0,75,35,73.01,30.58,42.43,-,-,-,-,-,17.28,-,-,65.98,-
273,臺北市,2005/03,大同,7.0,1.31,-,19.3,80,-,98.28,50.29,47.98,-,-,-,-,-,17.25,-,-,-,-
274,臺北市,2005/03,萬華,5.9,1.01,-,28.6,72,-,49.84,14.05,35.8,-,-,-,-,-,18.67,-,-,68.06,-
275,臺北市,2005/03,陽明,2.5,0.33,385.14,56.6,36,-,5.06,0.91,4.1,-,-,-,-,-,11.04,-,-,-,-
276,臺北市,2005/03,士林,4.3,0.68,-,32.3,68,-,36.38,10.91,25.48,-,-,-,-,-,17.18,-,-,69.57,-
277,臺北市,2005/02,松山,5.0,0.94,402.18,20.1,51,-,50.08,20.97,29.12,-,-,-,-,-,16.66,-,-,80.29,-
278,臺北市,2005/02,古亭,5.0,0.98,-,17.0,-,26,56.36,23.96,32.4,2.489,0.399,2.091,-,-,15.77,-,-,83.59,-
279,臺北市,2005/02,中山,5.5,1.25,-,12.2,50,26,68.51,32.07,36.44,-,-,-,-,-,16.11,-,-,78.87,-
280,臺北市,2005/02,大同,5.6,1.35,-,13.2,47,-,86.03,46.44,39.58,-,-,-,-,-,16.02,-,-,-,-
281,臺北市,2005/02,萬華,4.8,1.08,-,18.5,46,-,51.45,20.03,31.41,-,-,-,-,-,17.29,-,-,81.29,-
282,臺北市,2005/02,陽明,2.2,0.34,380.51,45.5,18,-,5.59,2.15,3.45,-,-,-,-,-,11.0,-,-,-,-
283,臺北市,2005/02,士林,2.2,0.64,-,21.9,45,-,37.05,14.68,22.36,-,-,-,-,-,16.23,-,-,80.2,-
284,臺北市,2005/01,松山,5.7,0.91,403.34,15.1,58,-,55.53,22.94,32.58,-,-,-,-,-,15.97,-,-,75.91,-
285,臺北市,2005/01,古亭,6.0,0.99,-,13.4,60,26,54.28,22.13,32.16,-,-,-,-,-,15.08,-,-,79.81,-
286,臺北市,2005/01,中山,5.7,1.18,-,10.5,53,28,66.2,28.9,37.3,-,-,-,-,-,15.6,-,-,73.65,-
287,臺北市,2005/01,大同,6.1,1.32,-,10.9,56,-,95.3,51.7,43.59,-,-,-,-,-,15.53,-,-,-,-
288,臺北市,2005/01,萬華,4.6,1.02,-,14.7,64,36,51.31,17.99,33.32,-,-,-,-,-,16.59,-,-,76.37,-
289,臺北市,2005/01,陽明,3.4,0.37,382.1,42.5,22,-,5.08,1.58,3.45,-,-,-,-,-,9.09,-,-,-,-
290,臺北市,2005/01,士林,4.4,0.61,-,21.9,46,-,36.69,14.11,22.58,-,-,-,-,-,15.7,-,-,74.65,-
291,臺北市,2004/12,松山,5.4,0.63,396.39,19.6,48,-,35.65,9.94,25.72,-,-,-,-,-,19.84,-,-,72.41,-
292,臺北市,2004/12,古亭,5.9,0.7,-,20.7,49,-,39.52,11.85,27.67,-,-,-,-,-,19.09,-,-,73.83,-
293,臺北市,2004/12,中山,-,0.91,-,16.7,50,23,47.54,16.62,30.92,3.021,0.519,2.502,-,-,19.65,-,-,67.01,-
294,臺北市,2004/12,大同,5.0,1.02,-,13.8,47,-,66.61,31.9,34.71,3.095,0.485,2.61,-,-,19.57,-,-,-,-
295,臺北市,2004/12,萬華,3.4,0.72,-,20.3,51,22,30.67,6.19,24.49,-,-,-,-,-,20.6,-,-,71.23,-
296,臺北市,2004/12,陽明,2.0,0.27,395.24,44.8,20,-,2.39,0.46,1.83,-,-,-,-,-,12.51,-,-,-,-
297,臺北市,2004/12,士林,4.5,0.41,-,28.1,40,-,21.49,8.59,12.9,-,-,-,-,-,19.62,-,-,69.81,-
298,臺北市,2004/11,松山,4.5,0.62,391.87,26.2,55,-,33.99,9.08,24.9,-,-,-,-,-,22.52,-,-,69.52,-
299,臺北市,2004/11,古亭,3.6,0.64,-,25.4,52,23,45.5,11.99,33.5,2.116,0.205,1.911,-,-,22.16,-,-,70.59,-
300,臺北市,2004/11,中山,4.5,0.81,-,19.3,50,26,43.56,13.68,29.87,-,-,-,-,-,22.54,-,-,67.05,-
301,臺北市,2004/11,大同,4.2,1.04,-,17.3,51,-,64.06,29.21,34.85,3.003,0.496,2.506,-,-,22.66,-,-,-,-
302,臺北市,2004/11,萬華,3.3,0.68,-,26.3,54,25,28.42,5.09,23.34,-,-,-,-,-,23.74,-,-,67.81,-
303,臺北市,2004/11,陽明,2.0,0.24,392.94,48.6,26,-,2.04,0.34,1.62,-,-,-,-,-,15.1,-,-,-,-
304,臺北市,2004/11,士林,2.8,0.36,-,35.8,39,-,18.31,4.18,14.13,-,-,-,-,-,22.84,-,-,67.4,-
305,臺北市,2004/10,松山,-,0.6,404.94,30.7,61,-,40.26,11.55,28.71,-,-,-,-,-,23.22,-,-,68.71,-
306,臺北市,2004/10,古亭,2.5,0.62,-,25.3,58,26,39.02,10.87,28.16,2.131,0.232,1.899,-,-,22.47,-,-,68.42,-
307,臺北市,2004/10,中山,3.4,0.78,-,19.1,57,28,48.25,14.31,33.94,2.562,0.625,1.937,-,-,23.17,-,-,66.32,-
308,臺北市,2004/10,大同,3.5,0.98,-,18.9,56,-,63.5,28.3,35.2,3.01,0.419,2.592,-,-,23.03,-,-,-,-
309,臺北市,2004/10,萬華,2.3,0.59,-,29.3,59,28,29.59,5.51,24.08,-,-,-,-,-,24.2,-,-,67.89,-
310,臺北市,2004/10,陽明,1.6,0.19,378.16,54.5,33,-,-,-,-,-,-,-,-,-,15.74,-,-,-,-
311,臺北市,2004/10,士林,2.1,0.45,-,34.5,50,-,25.46,6.32,19.13,-,-,-,-,-,23.1,-,-,68.46,-
312,臺北市,2004/09,松山,3.9,0.64,410.87,25.2,55,-,38.39,12.12,26.27,-,-,-,-,-,27.61,-,-,75.25,-
313,臺北市,2004/09,古亭,3.6,0.77,-,19.4,57,27,44.37,15.47,28.9,2.786,0.383,2.403,-,-,26.73,-,-,71.62,-
314,臺北市,2004/09,中山,4.4,0.86,-,15.6,52,29,55.54,20.16,35.38,2.82,0.676,2.144,-,-,29.51,-,-,73.42,-
315,臺北市,2004/09,大同,9.9,1.21,-,12.5,53,-,85.13,45.83,39.3,3.348,0.652,2.696,-,-,27.58,-,-,-,-
316,臺北市,2004/09,萬華,3.1,0.77,-,19.9,58,-,37.36,10.77,26.59,-,-,-,-,-,28.68,-,-,75.74,-
317,臺北市,2004/09,陽明,-,0.16,362.08,42.3,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
318,臺北市,2004/09,士林,2.4,0.55,-,28.9,49,-,32.06,9.8,22.26,-,-,-,-,-,27.51,-,-,77.35,-
319,臺北市,2004/08,松山,6.3,0.48,392.18,22.4,42,-,30.32,9.58,20.75,-,-,-,-,-,29.55,-,-,70.41,-
320,臺北市,2004/08,古亭,3.7,0.63,-,20.1,47,23,34.93,13.2,21.76,-,-,-,-,-,31.13,-,-,67.42,-
321,臺北市,2004/08,中山,4.2,0.75,-,16.4,48,-,47.73,17.66,30.08,2.729,0.638,-,-,-,31.93,-,-,69.48,-
322,臺北市,2004/08,大同,4.3,0.97,-,13.6,47,-,61.08,30.69,30.39,3.017,0.56,2.457,-,-,29.82,-,-,-,-
323,臺北市,2004/08,萬華,3.6,0.62,-,22.2,48,-,31.17,7.44,23.73,-,-,-,-,-,32.69,-,-,70.4,-
324,臺北市,2004/08,陽明,1.8,0.12,376.34,34.8,24,-,4.44,1.37,3.27,-,-,-,-,-,-,-,-,-,-
325,臺北市,2004/08,士林,2.2,0.45,-,27.6,41,-,28.04,7.39,20.91,-,-,-,-,-,29.58,-,-,73.08,-
326,臺北市,2004/07,松山,5.1,0.5,391.72,21.5,46,-,35.61,12.22,23.43,-,-,-,-,-,29.92,-,-,65.84,-
327,臺北市,2004/07,古亭,3.2,0.59,-,19.4,40,19,33.2,13.57,19.66,-,-,-,-,-,32.25,-,-,62.84,-
328,臺北市,2004/07,中山,3.8,0.73,-,18.4,42,-,51.54,20.15,31.43,2.735,0.691,-,-,-,32.26,-,-,65.22,-
329,臺北市,2004/07,大同,5.3,0.97,-,13.1,42,-,66.45,35.42,31.03,2.847,0.556,2.291,-,-,30.25,-,-,-,-
330,臺北市,2004/07,萬華,3.4,0.55,-,20.5,43,-,27.43,7.08,20.35,-,-,-,-,-,30.79,-,-,67.11,-
331,臺北市,2004/07,陽明,1.6,0.14,376.79,33.8,26,-,5.97,1.21,4.86,-,-,-,-,-,-,-,-,-,-
332,臺北市,2004/07,士林,-,0.42,-,-,38,-,28.03,8.68,19.38,-,-,-,-,-,29.83,-,-,69.14,-
333,臺北市,2004/06,松山,5.5,0.55,-,26.1,56,-,34.71,10.14,24.59,-,-,-,-,-,27.67,-,-,71.15,-
334,臺北市,2004/06,古亭,3.0,0.65,-,27.8,52,-,36.01,10.16,25.88,-,-,-,-,-,28.81,-,-,66.22,-
335,臺北市,2004/06,中山,3.5,0.73,-,25.4,51,-,47.03,16.39,30.69,2.451,0.561,-,-,-,30.11,-,-,69.57,-
336,臺北市,2004/06,大同,5.6,0.97,-,18.7,52,-,62.5,27.4,35.1,2.8,0.509,2.291,-,-,28.21,-,-,-,-
337,臺北市,2004/06,萬華,3.3,0.65,-,28.9,51,33,26.92,4.56,22.44,-,-,-,-,-,28.69,-,-,70.54,-
338,臺北市,2004/06,陽明,1.5,0.13,371.18,41.6,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
339,臺北市,2004/06,士林,2.5,0.42,-,-,39,-,20.61,4.94,15.69,-,-,-,-,-,27.86,-,-,73.57,-
340,臺北市,2004/05,松山,3.7,0.78,412.12,28.7,59,-,41.21,10.63,30.57,-,-,-,-,-,25.91,-,-,73.61,-
341,臺北市,2004/05,古亭,2.9,0.87,-,24.8,57,-,44.94,11.79,33.14,3.132,0.534,2.598,-,-,25.2,-,-,69.77,-
342,臺北市,2004/05,中山,-,0.88,-,25.6,54,-,56.68,17.86,38.84,2.776,0.766,1.965,-,-,26.96,-,-,71.82,-
343,臺北市,2004/05,大同,5.6,1.17,-,-,59,-,75.46,33.8,41.66,2.967,0.615,2.352,-,-,26.7,-,-,-,-
344,臺北市,2004/05,萬華,3.5,0.8,-,29.9,50,34,33.77,6.36,27.43,-,-,-,-,-,27.2,-,-,73.37,-
345,臺北市,2004/05,陽明,1.3,0.19,375.4,49.3,27,-,3.64,0.32,3.35,-,-,-,-,-,-,-,-,-,-
346,臺北市,2004/05,士林,3.1,0.57,-,32.5,48,-,25.48,4.66,20.82,-,-,-,-,-,26.6,-,-,73.61,-
347,臺北市,2004/04,松山,3.7,0.86,421.12,31.5,74,-,51.2,13.61,37.6,-,-,-,-,-,22.1,-,-,70.59,-
348,臺北市,2004/04,古亭,3.4,0.92,-,26.0,76,-,50.55,12.22,38.33,3.235,0.635,2.6,-,-,21.49,-,-,66.5,-
349,臺北市,2004/04,中山,-,0.99,-,26.4,70,-,66.73,20.32,46.42,2.862,0.837,2.025,-,-,24.51,-,-,68.48,-
350,臺北市,2004/04,大同,5.7,0.79,-,-,73,-,82.26,37.34,44.92,3.019,0.655,2.364,-,-,22.73,-,-,-,-
351,臺北市,2004/04,萬華,-,0.9,-,36.1,67,43,38.3,7.53,30.77,-,-,-,-,-,23.33,-,-,70.3,-
352,臺北市,2004/04,陽明,1.6,0.28,381.28,63.4,40,-,5.02,0.27,4.77,-,-,-,-,-,17.06,-,-,-,-
353,臺北市,2004/04,士林,3.3,0.65,-,36.8,64,-,32.04,6.3,25.75,-,-,-,-,-,21.95,-,-,72.47,-
354,臺北市,2004/03,松山,2.6,0.72,416.31,25.6,51,-,43.44,11.21,32.24,-,-,-,-,-,17.16,-,-,-,-
355,臺北市,2004/03,古亭,1.8,0.84,-,22.6,51,-,44.15,10.75,33.39,3.514,0.735,2.778,-,-,17.16,-,-,75.32,-
356,臺北市,2004/03,中山,2.5,0.75,-,21.9,45,-,54.69,17.02,37.73,2.809,0.752,2.057,-,-,20.08,-,-,75.69,-
357,臺北市,2004/03,大同,3.8,0.68,-,-,49,-,74.5,34.23,40.27,2.939,0.598,2.341,-,-,18.12,-,-,-,-
358,臺北市,2004/03,萬華,1.9,0.77,-,29.2,44,27,34.91,6.21,28.71,-,-,-,-,-,18.36,-,-,77.34,-
359,臺北市,2004/03,陽明,0.9,0.24,382.21,56.5,25,-,2.72,0.28,2.37,-,-,-,-,-,12.49,-,-,-,-
360,臺北市,2004/03,士林,1.4,0.52,-,31.5,43,-,25.14,4.42,20.72,-,-,-,-,-,17.45,-,-,77.84,-
361,臺北市,2004/02,松山,4.4,0.8,415.91,26.4,72,-,48.76,15.2,33.57,-,-,-,-,-,17.62,-,-,-,-
362,臺北市,2004/02,古亭,2.7,0.92,-,26.1,69,-,46.51,13.15,33.36,3.438,0.969,2.469,-,-,17.56,-,-,66.48,-
363,臺北市,2004/02,中山,4.3,0.95,-,21.5,69,-,64.93,22.6,42.34,-,-,-,-,-,20.26,-,-,68.01,-
364,臺北市,2004/02,大同,5.0,1.06,-,-,67,-,77.02,35.23,41.78,3.044,0.562,2.482,-,-,18.2,-,-,-,-
365,臺北市,2004/02,萬華,3.0,0.84,-,29.0,69,36,38.37,8.63,29.74,-,-,-,-,-,18.73,-,-,68.14,-
366,臺北市,2004/02,陽明,1.5,0.28,391.17,56.6,42,-,3.53,0.25,3.26,-,-,-,-,-,-,-,-,-,-
367,臺北市,2004/02,士林,2.4,0.58,-,31.9,61,-,27.02,6.87,20.16,-,-,-,-,-,17.5,-,-,70.88,-
368,臺北市,2004/01,松山,3.9,0.81,409.81,22.5,58,-,40.17,13.17,27.01,-,-,-,-,-,15.05,-,-,-,-
369,臺北市,2004/01,古亭,2.8,0.85,-,20.0,64,-,47.81,16.5,31.31,2.823,0.735,2.088,-,-,15.1,-,-,73.6,-
370,臺北市,2004/01,中山,3.9,-,-,18.1,57,-,54.31,21.24,33.06,2.714,0.538,2.178,-,-,17.83,-,-,73.36,-
371,臺北市,2004/01,大同,4.6,1.09,-,-,56,-,73.82,37.98,35.83,3.025,0.524,2.501,-,-,15.98,-,-,-,-
